"tool_mage_url","tool","tool_description","category","upvotes","tags"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b9e283390a136c23607637_5bJmFpSD767N5IoTUWFoztF8l0.png","Buildt","Find, Generate & Replace Anything In Your Code","Generative Code","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b9e28c79e3bdebd4f0829c_chatbot-opengraph.jpeg","Context","Chatbots for your favorite content","Chat","13","Research"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac8fb43b9ac224ddc9e_63b30c61dd904423d3ff583a_f7c68d5c-686c-4fc7-9ac3-1d795d3a98d0.png","TweetEmote","AI-Powered Tweet Assistant","Social Media","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bda56915917336e384b103_image.jpeg","Bannerbear","API for Automated Image and Video Generation","Generative Art","13","Generative Video"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ced9bab3a457643e69b71f_fdcb54f1-2b12-4629-b10a-0eacc0f55f82.png","Meet Millie","The perfect pickup line, customized to your crush's interests","For Fun","13","Self-Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d02045e74725d6370fc6a3_homepage.png","OneTone.ai","Predicts what customer support agents need to type","Chat","13","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d81ed79cdf425db335a8dc_Screenshot-1-30-2023-11.47.29%20AM.png","Prisms","AI-powered no-code platform that enables users to quickly build and deploy custom apps","Generative Code","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cac3ebba2339a2013f2f_Hero_image_16x9.jpeg","Teachable Machine","Train a computer to recognize your own images, sounds, & poses.","Motion Capture","13","Generative Code"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c19de85ee05b7bb4ca3771_social_logo-1.png","Contents.com","Helps with both ideation and the creation of content","Copywriting","13","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf00cb0a50c359252eb7cf_checklistgg-home-meta.png","checklist.gg","AI-powered checklists, processes, and SOPs","Productivity","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f57d971e16fd65346dfb89_contradiction1-1.jpeg","AI Competence","A tool for value accruement report of companies insights.","Finance","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f6f3651ffc8c0c73bf2511_ar-logo-fbthumbnail.webp","AlphaResearch","A platform for investors to analysis and visualization.","Finance","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f6fd187b576834b349feb2_dreamphilic-logo-rect.jpeg","Dreamphilic","A content frontpage creator for artists.","Aggregators","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00a988cd82a50ccbcf7_626a64ba7b1b9932d0970ea0_Preview%2520image.jpeg","Poised","Real-time feedback on your speaking, using AI","Chat","13","Self-Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e9deb8f93ed99d5764703e_textcortext-logo.png","TextCortex AI","A content writing suite with content generation, paraphrasing, summarizing, and more.","Copywriting","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63dd8a3b5effa87ceb1e0e38_Screenshot-2-3-2023-2.26.52%20PM.png","Clippah","Suite of video editing tools","Video Editing","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f833cff990add9f901c284_63c9362c06452b1215452936_PL-main.png","Photoleap","A photo editing app for iOS.","Image Improvement","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ea99cf30ad839ce040bdc9_preview.png","DenoLyrics","A tool to transcribe audio into text in over 50 languages.","Speech-To-Text","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bc4b6fd59ddf2e9c9a0a27_robot-open-graph.png","AIHelperBot","Build SQL queries instantly with AI","Generative Code","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab45a93215f685e6f8b_63a4e1ac3088267b16084ec4_Screenshot%2520(61).png","CreatorML","Predict YouTube Views and Click-Through Rates With AI","Marketing","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a2150650ebcecd4b5252bc_social-share.png","MakeLogoAI","Generate unique logos for your startup, powered by AI","Generative Art","13","Avatar"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b5bfc7cea3bd17c110541d_open-graph-home-v2.jpeg","Maigic Book","Never-ending AI-powered customized stories","Copywriting","13","For Fun"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63aa2ad0bd8f19caa07523ce_639cbdc92e72d3b6a3da9a7a_levity-og-image.png","Levity","Automates tasks like email, document classification, customer support tickets, and more.","Productivity","13","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fc416cc89fb8d7e512f4ed_remove-bg.jpeg","Remove.bg","An online tool to remove backgrounds.","Image Improvement","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c47eeb94eb397e3a03ca96_Screenshot%20(182).png","MetaGenieAI","Automatically generates titles, descriptions, tags, and thumbnail ideas","Marketing","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d959cab6fb16361b255046_Facebook_banner_01.jpeg","GetGenie","WordPress plugin for AI copywriting and SEO","Copywriting","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00bf23d8b5590996afd_header.png","Postwise","Use AI to write tweets and Twitter threads","Social Media","13","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bda57380e0b8c25978c74a_624d339d92ec87329341bf95_Meta%2520image.png","Tweet Hunter","All-in-one Twitter growth tool with AI suggestions","Social Media","13","Matt's Picks"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e095756b555c493ff226f6_Phygital_plus_colors.png","Phygital+","A suite of AR art generation and image improvement tools","Generative Art","13","Image Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639bb00a223cecca9b01c12c_og-image.png","Coqui","Generative AI Voices","Text-To-Speech","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b83a33297b837cacc39429_ed21c0_5e8d5507a95b462bac82435ca06ed1bd~mv2.png","LOVO AI","AI Voiceover & Text to Speech Platform","Text-To-Speech","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4ba117f71c2af536c121_63b7302c9ad5ee0974d52a92_Screenshot%2520(129).png","Paper Wizard","Write papers with citations from famous experts","Research","13",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b9e28330e4b27d7715db01_default.png","HTTPie","Open source API testing tool","Generative Code","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab048b269837c0b6281_63b3124bf31e29d9d81c312e_835a0bf7-22c1-4ff1-882b-bd10330d8211.png","BFF","ChatGPT inside iMessage","Chat","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f134fe8c2e21fe130d871e_Screenshot-2-18-2023-12.28.36%20PM.png","Tabnine","A tool for coding assistant, auto complete code.","Productivity","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fd39cd72a20d1ba04c4e4f_meta-img.jpeg","Ask Seneca","A tool to answer questions about Seneca.","Chat","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abeb7dfc24391639af5_63aa2e036059e5cff1b5f324_Screenshot%2520(79).png","Metatext","Create Language AI models without hiring a coder","Generative Code","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f134905a0b87701192e293_Screenshot-2-18-2023-12.26.45%20PM.png","ThumbnailAi","A tool to generates ratings for YouTube thumbnails.","Productivity","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b5bfc581f92d8ac57008a3_meta-51f5a5ec52f3c6f1a248bf04b696913ac90cc2e4df67301a1f750a9d290e6cc9.png","DetangleAI","AI-generated summaries of your legal docs","Research","12","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63edf91dc30ebe7721b908de_kartiv-logo.png","Kartiv","A tool to create visuals from your own photos and brand assets.","Productivity","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ebff1b4eba8e3c727e0d62_social-card.png","ChatWP","A custom chatbot from your own data and integration with websites, apps, and more.","Chat","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4ba32cb46308ff677966_63bdbb24ed0a258695ea6347_Screenshot%2520(148).png","Prezo","Prezo is an AI-powered presentation tool","Marketing","12","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d965a094dc800384b4527d_230x0w.webp","Atomic","AI-powered calendar assistant that helps users streamline their schedules","Productivity","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a111921b0e902dccc3d913_predis_logo.png","Predis.ai","AI Social Media Post Generator","Copywriting","12","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ccece88734f443e0e93b1_inboxpro-social-preview-image.png","InboxPro","AI-powered email assistant, calendar scheduling and auto-followups","Productivity","12","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b5bfc431c2f8311b6cbbc0_https%253A%252F%252Fs3.amazonaws.com%252Fappforest_uf%252Ff1671551283300x973457705015157900%252FScreen%252520Shot%2525202022-12-20%252520at%2525208.47.19%252520AM.jpeg","ZoomScape.ai","Create Zoom backgrounds with AI","Generative Art","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab178ab5fd7149e1749_63ab430251b5e754fb670171_Screenshot%2520(83).png","Blackbox","Quickly and easily copy code from various sources.","Generative Code","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ef2a7d838e864a9bc855a4_roryapp-logo.png","Rory","An app to create personalised bedtime stories.","For Fun","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639ac4f9e08e876a83709c72_Prisma-og.jpeg","Prisma","Upload photos and convert them into paintings","Avatar","12","Generative Art"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ac7e6cbc53b82284fc2_63af2cb7493ff7bfa865ebe0_Screenshot%2520(102).png","There's An AI For That","An AI tool aggregator sorted by when it was released","Aggregators","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ebff1cd51df48649894ef7_tability-better-goals_1_lbv3je.jpeg","Tability","A tool for goal setting and tracking with OKRs.","Productivity","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d4157e0cac4d7c11e858b1_57e756cf-844a-41fb-ab5f-36a1deb4062f.png","Valideo","Amazon product recommendation platform","Research","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d02048c65bbc3029085fb0_63cf75d4264c400ede2e022e_chatgpt-meta-img.png","Superflow Rewrite","Add rich media annotations to website, generate copy, and manage tasks for review.","Chat","12","Copywriting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63bf06b782f5b28a6473f4ff_Screenshot%20(166).png","AssemblyAI","Transcribe and understand audio with a single AI-powered API","Speech-To-Text","12","Generative Code"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab4c80be9f3ea065152_63a4e0bc670952e8af5010b5_bg.jpeg","Dadabots","Live-steaming AI-Generated Music 24/7","Music","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63a6134f65217b84ce27006a_podcastle.jpeg","Podcastle","Studio-quality recording and AI-editing for podcasts","Podcasting","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ac7f7d153a43a6b6d0eb5e_masterpiece-studio-game-ready-generative-3d-AI.jpeg","Masterpiece Studio","Creating Usable 3D Models with Generative AI","Generative Art","12","Gaming"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e403c1f11f380325718358_share.jpeg","SmartBids.ai","AI-powered pricing software for real estate agents and brokerages","Marketing","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71abe4e956cc5426d988e_63a4da6b14e99c691adfd32a_neuron_hero.png","NeuronWriter","AI-based SEO optimization for online content","Copywriting","12","Marketing"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c05d37b2ae82d93225c7f5_og-image.png","Campbell","Uses AI to help quickly write employee performance reviews","Copywriting","12","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639b940fd9aa2635ca8d97f6_b7657c_0037ee37bc8343208d74ca074baaf30c%257Emv2.png","Wisecut","Remove silence, speed-up scenes, and cut commentary in video and podcasts","Video Editing","12","Podcasting"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71aaf4e956cf1046d97f8_63b484c4e7f90e67845ddd20_215dc7ab-a250-44eb-867c-a5a756b30678.png","Ansy.ai","ChatGPT Bot for Discord","Chat","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e329dbf899d68a32a6e966_eBSVHgRNH1E3MrB4RG99jDtQic.jpeg","Looti","Helps businesses identify B2B qualified leads with AI","Marketing","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4b97ac4c2afba0f157e0_63b72af436c31f4b978d7579_bg2.jpeg","Gift Box","Tailored gift suggestions for any recipient.","For Fun","12","Inspiration"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63cb1e9257b94ee56ebf1cc8_Screenshot-1-20-2023-2.44.44%20PM.png","RegisAI","Let AI write your product description and ad copies","Copywriting","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e09e7f6af00b32b2651191_313x0w.webp","Poe","Ask questions and get responses from Quora","Research","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e1e4921c9e721168fcf5dc_635a80504bede0007b103ca4_logo.png","Fini","Converts your knowledgebase into a chatbot","Chat","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e329d12c5f1a699cb30c5e_og-image.png","Pliny","Create, share, and remix GPT-3 based apps","Generative Code","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63fda4bf3558ed19a6a02681_datafit-ai-logo.png","Datafit","A ChatGPT prompts community","Prompt Guides","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63e329dc210c20a760114c58_Frame-23.png","WriteMe.ai","AI-powered content writing assistant","Copywriting","12",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d36544645d6b1dc271bca1_Screenshot-1-26-2023-9.46.19%20PM.png","Happy Mama","Pregnancy support tool that provides quick answers to questions","Chat","12","Self-Improvement"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c1ae78aea5609d09995042_Screenshot%20(175).png","Manna","AI autocomplete across your MacOS apps","Chat","11","Productivity"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71ab748b26973c20b62ae_63ab44a2acaa434bed3aecda_Screenshot%2520(84).png","GetInference AI Radar","AI tool list for creative and marketing","Aggregators","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ef3854838e865940d58153_listgpt-logo.png","ListGPT","A Google Chrome Extension to save and share ChatGPT conversations, prompts library, and export messages as text files.","Productivity","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63ebff13b4cc3869d9f85a9c_cover.jpeg","Prompt Hunt","A tool to create, edit and share consistent graphics assets and themes.","Prompt Guides","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63c466c7d8a8a707e371bcb7_AtOnce.png","AtOnce","Content generator and CRM","Copywriting","11","Social Media"
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63be4baa044ddc947c0b5fdb_63bb66b415cbc7c1149cf342_maximize-productivity.webp","TimeMaster.ai","Automatically track how your time is spent","Productivity","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d8a225f06e4afaf501dc8b_Screenshot-1-30-2023-9.07.15%20PM.png","Briefly","Writing assistant to help write better briefs","Copywriting","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63f6fd1665ae12d2d79698ba_og-image.jpeg","myfashion AI","A tool to create personalized outfits from a single photo.","Image Improvement","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d967ce1b9a10c9acb3d535_Screenshot-1-31-2023-11.11.02%20AM.png","TheoAssist","A chat and research tool built around the bible","Chat","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/639acba0e7010048f98b1235_fb1200.jpeg","Let's Enhance","Use AI to upscale small or pixelated images","Image Improvement","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63d2cab7bb131a913c2bd74e_GAnypXceyxOQz-BXusoo4_PP21UWT4DSg8UbiDOJuh48f-6bmzkU2KmeNoNME4MtnvG1GYVkW9havD6vJHjN_9wA70o%3Dw128-h128-e365-rj-sc0x00ffffff.jpeg","WritingMate","AI communications helper and writing companion powered by GPT","Copywriting","11",""
"https://uploads-ssl.webflow.com/63994dae1033718bee6949ce/63b71acad11b81cded6c4cda_63af276ee7990336f9c0cee9_Screenshot%2520(101).png","YourMove","AI-generated flirting support","For Fun","11",""
